O*NET-SOC Code,Element Name,Scale ID,Data Value,OCC_CODE,LV
11-9199.08,Instructing,IM,3.88,11-9199,3.88
11-9199.08,Judgment and Decision Making,IM,3.88,11-9199,4
11-9199.08,Monitoring,IM,3.88,11-9199,4
11-9199.08,Time Management,IM,3.88,11-9199,3.88
11-9199.08,Active Learning,IM,3.75,11-9199,3.75
11-9199.09,Active Listening,IM,4,11-9199,4
11-9199.09,Critical Thinking,IM,3.88,11-9199,4
11-9199.09,Monitoring,IM,3.88,11-9199,4.12
11-9199.09,Reading Comprehension,IM,3.88,11-9199,4
11-9199.09,Speaking,IM,3.88,11-9199,4
11-9199.09,Management of Personnel Resources,IM,3.75,11-9199,4
11-9199.09,Social Perceptiveness,IM,3.75,11-9199,4
11-9199.09,Writing,IM,3.75,11-9199,4
11-9199.09,Coordination,IM,3.62,11-9199,3.88
11-9199.09,Persuasion,IM,3.62,11-9199,3.75
11-9199.10,Critical Thinking,IM,4,11-9199,4.25
11-9199.10,Reading Comprehension,IM,3.88,11-9199,4.25
11-9199.10,Speaking,IM,3.88,11-9199,3.75
11-9199.10,Writing,IM,3.88,11-9199,3.88
11-9199.10,Active Listening,IM,3.75,11-9199,3.75
11-9199.10,Coordination,IM,3.62,11-9199,3.88
11-9199.10,Judgment and Decision Making,IM,3.62,11-9199,3.5
11-9199.10,Monitoring,IM,3.5,11-9199,3.88
11-9199.10,Social Perceptiveness,IM,3.5,11-9199,3.62
11-9199.10,Active Learning,IM,3.38,11-9199,4
11-9199.11,Complex Problem Solving,IM,4.12,11-9199,4.12
11-9199.11,Coordination,IM,4,11-9199,4.12
11-9199.11,Critical Thinking,IM,4,11-9199,4.25
11-9199.11,Judgment and Decision Making,IM,4,11-9199,4
11-9199.11,Monitoring,IM,4,11-9199,4.12
11-9199.11,Reading Comprehension,IM,4,11-9199,4.5
11-9199.11,Speaking,IM,4,11-9199,4.12
11-9199.11,Active Listening,IM,3.88,11-9199,4
11-9199.11,Writing,IM,3.88,11-9199,4.12
11-9199.11,Mathematics,IM,3.62,11-9199,3.88
13-1011.00,Active Listening,IM,4,13-1011,4
13-1011.00,Negotiation,IM,4,13-1011,4
13-1011.00,Persuasion,IM,4,13-1011,4.12
13-1011.00,Reading Comprehension,IM,4,13-1011,4
13-1011.00,Speaking,IM,4,13-1011,4
13-1011.00,Social Perceptiveness,IM,3.88,13-1011,3.5
13-1011.00,Coordination,IM,3.75,13-1011,3.75
13-1011.00,Critical Thinking,IM,3.75,13-1011,3.75
13-1011.00,Time Management,IM,3.75,13-1011,3.38
13-1011.00,Writing,IM,3.62,13-1011,3.88
13-1021.00,Critical Thinking,IM,3.88,13-1021,3.75
13-1021.00,Speaking,IM,3.88,13-1021,3.88
13-1021.00,Active Listening,IM,3.75,13-1021,3.38
13-1021.00,Judgment and Decision Making,IM,3.38,13-1021,3.38
13-1021.00,Negotiation,IM,3.38,13-1021,3.62
13-1021.00,Persuasion,IM,3.38,13-1021,3.75
13-1021.00,Reading Comprehension,IM,3.38,13-1021,3.5
13-1021.00,Complex Problem Solving,IM,3.25,13-1021,3
13-1021.00,Active Learning,IM,3.12,13-1021,3.12
13-1021.00,Coordination,IM,3.12,13-1021,3.12
13-1022.00,Negotiation,IM,4,13-1022,4
13-1022.00,Active Listening,IM,3.75,13-1022,3.88
13-1022.00,Critical Thinking,IM,3.75,13-1022,4
13-1022.00,Persuasion,IM,3.75,13-1022,4
13-1022.00,Speaking,IM,3.75,13-1022,3.88
13-1022.00,Active Learning,IM,3.38,13-1022,3.88
13-1022.00,Judgment and Decision Making,IM,3.38,13-1022,3.75
13-1022.00,Complex Problem Solving,IM,3.25,13-1022,3.12
13-1022.00,Management of Financial Resources,IM,3.25,13-1022,3.38
13-1022.00,Reading Comprehension,IM,3.25,13-1022,3.88
13-1023.00,Negotiation,IM,4,13-1023,4
13-1023.00,Reading Comprehension,IM,4,13-1023,4
13-1023.00,Active Listening,IM,3.88,13-1023,3.88
13-1023.00,Complex Problem Solving,IM,3.88,13-1023,3.88
13-1023.00,Speaking,IM,3.88,13-1023,4
13-1023.00,Active Learning,IM,3.75,13-1023,3.88
13-1023.00,Critical Thinking,IM,3.75,13-1023,3.88
13-1023.00,Judgment and Decision Making,IM,3.75,13-1023,3.88
13-1023.00,Management of Financial Resources,IM,3.75,13-1023,3.75
13-1023.00,Monitoring,IM,3.75,13-1023,3.88
13-1031.00,Reading Comprehension,IM,4.12,13-1031,4.5
13-1031.00,Active Listening,IM,4,13-1031,4.25
13-1031.00,Critical Thinking,IM,4,13-1031,4.25
13-1031.00,Speaking,IM,3.88,13-1031,4
13-1031.00,Judgment and Decision Making,IM,3.75,13-1031,3.75
13-1031.00,Writing,IM,3.62,13-1031,3.88
13-1031.00,Complex Problem Solving,IM,3.5,13-1031,3.38
13-1031.00,Monitoring,IM,3.38,13-1031,3.88
13-1031.00,Social Perceptiveness,IM,3.38,13-1031,3.38
13-1031.00,Active Learning,IM,3.25,13-1031,3.5
13-1032.00,Speaking,IM,3.75,13-1032,3.75
13-1032.00,Writing,IM,3.75,13-1032,3.25
13-1032.00,Active Listening,IM,3.5,13-1032,3.88
13-1032.00,Reading Comprehension,IM,3.5,13-1032,3.62
13-1032.00,Critical Thinking,IM,3.38,13-1032,3.75
13-1032.00,Time Management,IM,3.25,13-1032,3
13-1032.00,Judgment and Decision Making,IM,3.12,13-1032,3.12
13-1032.00,Service Orientation,IM,3,13-1032,3
13-1032.00,Social Perceptiveness,IM,3,13-1032,3
13-1032.00,Active Learning,IM,2.88,13-1032,3
13-1041.00,Reading Comprehension,IM,4,13-1041,3.75
13-1041.00,Speaking,IM,3.88,13-1041,3.62
13-1041.00,Active Listening,IM,3.75,13-1041,3.88
13-1041.00,Writing,IM,3.75,13-1041,3.62
13-1041.00,Judgment and Decision Making,IM,3.62,13-1041,3.25
13-1041.00,Critical Thinking,IM,3.5,13-1041,3.62
13-1041.00,Social Perceptiveness,IM,3.5,13-1041,3.38
13-1041.00,Monitoring,IM,3.38,13-1041,3.62
13-1041.00,Complex Problem Solving,IM,3.25,13-1041,2.88
13-1041.00,Persuasion,IM,3.25,13-1041,3.12
13-1041.01,Critical Thinking,IM,4,13-1041,4.25
13-1041.01,Reading Comprehension,IM,4,13-1041,4.75
13-1041.01,Active Listening,IM,3.88,13-1041,4
13-1041.01,Speaking,IM,3.88,13-1041,4.25
13-1041.01,Writing,IM,3.88,13-1041,4.12
13-1041.01,Active Learning,IM,3.75,13-1041,4.12
13-1041.01,Complex Problem Solving,IM,3.75,13-1041,4.12
13-1041.01,Monitoring,IM,3.75,13-1041,4.38
13-1041.01,Judgment and Decision Making,IM,3.38,13-1041,3.88
13-1041.01,Operations Monitoring,IM,3.38,13-1041,3.38
13-1041.03,Active Listening,IM,4.25,13-1041,4.62
13-1041.03,Reading Comprehension,IM,4.12,13-1041,4.75
13-1041.03,Critical Thinking,IM,4,13-1041,4.5
13-1041.03,Social Perceptiveness,IM,4,13-1041,4.12
13-1041.03,Speaking,IM,4,13-1041,4.25
13-1041.03,Writing,IM,3.88,13-1041,4.38
13-1041.03,Active Learning,IM,3.75,13-1041,4
13-1041.03,Complex Problem Solving,IM,3.75,13-1041,3.62
13-1041.03,Judgment and Decision Making,IM,3.62,13-1041,3.75
13-1041.03,Monitoring,IM,3.38,13-1041,3.88
13-1041.04,Active Listening,IM,4.12,13-1041,4.12
13-1041.04,Critical Thinking,IM,4,13-1041,4.12
13-1041.04,Judgment and Decision Making,IM,4,13-1041,4
13-1041.04,Reading Comprehension,IM,4,13-1041,4.25
13-1041.04,Speaking,IM,4,13-1041,4.12
13-1041.04,Writing,IM,4,13-1041,4
13-1041.04,Active Learning,IM,3.5,13-1041,3.38
13-1041.04,Complex Problem Solving,IM,3.5,13-1041,3.38
13-1041.04,Coordination,IM,3.38,13-1041,3.38
13-1041.04,Monitoring,IM,3.38,13-1041,4.12
13-1041.06,Critical Thinking,IM,4.12,13-1041,4
13-1041.06,Speaking,IM,4.12,13-1041,4
13-1041.06,Reading Comprehension,IM,4,13-1041,4.5
13-1041.06,Active Listening,IM,3.88,13-1041,4
13-1041.06,Coordination,IM,3.75,13-1041,3.5
13-1041.06,Social Perceptiveness,IM,3.62,13-1041,3.88
13-1041.06,Writing,IM,3.62,13-1041,4
13-1041.06,Judgment and Decision Making,IM,3.5,13-1041,3.75
13-1041.06,Active Learning,IM,3.38,13-1041,3.88
13-1041.06,Complex Problem Solving,IM,3.38,13-1041,3
13-1041.07,Active Listening,IM,4,13-1041,4
13-1041.07,Speaking,IM,4,13-1041,4.12
13-1041.07,Writing,IM,4,13-1041,4.12
13-1041.07,Critical Thinking,IM,3.88,13-1041,4.25
13-1041.07,Judgment and Decision Making,IM,3.88,13-1041,4.12
13-1041.07,Reading Comprehension,IM,3.88,13-1041,4.75
13-1041.07,Complex Problem Solving,IM,3.75,13-1041,3.88
13-1041.07,Systems Analysis,IM,3.75,13-1041,4
13-1041.07,Social Perceptiveness,IM,3.38,13-1041,3.25
13-1041.07,Time Management,IM,3.38,13-1041,3.38
13-1041.08,Active Listening,IM,4,13-1041,4
13-1041.08,Reading Comprehension,IM,3.88,13-1041,4
13-1041.08,Complex Problem Solving,IM,3.75,13-1041,3.12
13-1041.08,Critical Thinking,IM,3.75,13-1041,3.88
13-1041.08,Speaking,IM,3.75,13-1041,4
13-1041.08,Writing,IM,3.75,13-1041,3.88
13-1041.08,Active Learning,IM,3.25,13-1041,3.62
13-1041.08,Judgment and Decision Making,IM,3.25,13-1041,3
13-1041.08,Monitoring,IM,3.25,13-1041,3.62
13-1041.08,Service Orientation,IM,3.25,13-1041,3
13-1051.00,Mathematics,IM,4,13-1051,4.12
13-1051.00,Reading Comprehension,IM,4,13-1051,4.12
13-1051.00,Speaking,IM,3.88,13-1051,4
13-1051.00,Active Listening,IM,3.75,13-1051,4
13-1051.00,Critical Thinking,IM,3.75,13-1051,4.12
13-1051.00,Judgment and Decision Making,IM,3.62,13-1051,3.75
13-1051.00,Writing,IM,3.5,13-1051,4
13-1051.00,Complex Problem Solving,IM,3.38,13-1051,3.62
13-1051.00,Active Learning,IM,3.25,13-1051,3.88
13-1051.00,Coordination,IM,3.12,13-1051,3.12
13-1071.00,Speaking,IM,4.12,13-1071,4
13-1071.00,Active Listening,IM,4,13-1071,4
13-1071.00,Reading Comprehension,IM,4,13-1071,4
13-1071.00,Critical Thinking,IM,3.88,13-1071,4
13-1071.00,Writing,IM,3.88,13-1071,4
13-1071.00,Service Orientation,IM,3.38,13-1071,3.25
13-1071.00,Social Perceptiveness,IM,3.38,13-1071,3.88
13-1071.00,Active Learning,IM,3.25,13-1071,3.38
13-1071.00,Judgment and Decision Making,IM,3.25,13-1071,3.5
13-1071.00,Complex Problem Solving,IM,3.12,13-1071,3.12
13-1074.00,Speaking,IM,3.5,13-1074,3.38
13-1074.00,Active Listening,IM,3.38,13-1074,3.12
13-1074.00,Management of Personnel Resources,IM,3.25,13-1074,3.38
13-1074.00,Time Management,IM,3.12,13-1074,3.38
13-1074.00,Coordination,IM,3,13-1074,3.38
13-1074.00,Critical Thinking,IM,3,13-1074,3.25
13-1074.00,Judgment and Decision Making,IM,3,13-1074,2.75
13-1074.00,Social Perceptiveness,IM,3,13-1074,3
13-1074.00,Complex Problem Solving,IM,2.75,13-1074,2.75
13-1074.00,Monitoring,IM,2.75,13-1074,2.62
13-1075.00,Active Listening,IM,4.38,13-1075,4.5
13-1075.00,Speaking,IM,4.25,13-1075,4.75
13-1075.00,Negotiation,IM,4.12,13-1075,4.38
13-1075.00,Critical Thinking,IM,4,13-1075,4.12
13-1075.00,Reading Comprehension,IM,4,13-1075,4.25
13-1075.00,Writing,IM,4,13-1075,4.5
13-1075.00,Persuasion,IM,3.88,13-1075,4.38
13-1075.00,Social Perceptiveness,IM,3.75,13-1075,4
13-1075.00,Complex Problem Solving,IM,3.62,13-1075,3.75
13-1075.00,Judgment and Decision Making,IM,3.62,13-1075,4
13-1081.00,Critical Thinking,IM,4,13-1081,4.12
13-1081.00,Active Listening,IM,3.88,13-1081,4.12
13-1081.00,Coordination,IM,3.88,13-1081,4.25
13-1081.00,Monitoring,IM,3.88,13-1081,4.62
13-1081.00,Reading Comprehension,IM,3.88,13-1081,4.12
13-1081.00,Speaking,IM,3.88,13-1081,4
13-1081.00,Complex Problem Solving,IM,3.75,13-1081,3.88
13-1081.00,Judgment and Decision Making,IM,3.62,13-1081,4
13-1081.00,Social Perceptiveness,IM,3.62,13-1081,3.62
13-1081.00,Active Learning,IM,3.5,13-1081,3.5
13-1081.01,Reading Comprehension,IM,4.12,13-1081,4.38
13-1081.01,Systems Analysis,IM,4.12,13-1081,4.25
13-1081.01,Active Listening,IM,4,13-1081,4.12
13-1081.01,Complex Problem Solving,IM,4,13-1081,4
13-1081.01,Judgment and Decision Making,IM,4,13-1081,4
13-1081.01,Writing,IM,4,13-1081,4.12
13-1081.01,Critical Thinking,IM,3.88,13-1081,4.25
13-1081.01,Mathematics,IM,3.88,13-1081,4
13-1081.01,Systems Evaluation,IM,3.88,13-1081,4.12
13-1081.01,Active Learning,IM,3.75,13-1081,3.88
13-1081.02,Critical Thinking,IM,4,13-1081,4.12
13-1081.02,Reading Comprehension,IM,4,13-1081,4
13-1081.02,Active Listening,IM,3.88,13-1081,4
13-1081.02,Complex Problem Solving,IM,3.88,13-1081,4
13-1081.02,Monitoring,IM,3.75,13-1081,4
13-1081.02,Speaking,IM,3.75,13-1081,3.38
13-1081.02,Systems Analysis,IM,3.75,13-1081,4
13-1081.02,Systems Evaluation,IM,3.75,13-1081,3.88
13-1081.02,Judgment and Decision Making,IM,3.62,13-1081,4
13-1081.02,Writing,IM,3.38,13-1081,4
13-1111.00,Active Listening,IM,4.12,13-1111,4.12
13-1111.00,Critical Thinking,IM,4.12,13-1111,4.12
13-1111.00,Reading Comprehension,IM,4.12,13-1111,4.12
13-1111.00,Complex Problem Solving,IM,4,13-1111,4
13-1111.00,Judgment and Decision Making,IM,4,13-1111,4.12
13-1111.00,Speaking,IM,4,13-1111,4
13-1111.00,Writing,IM,4,13-1111,4
13-1111.00,Coordination,IM,3.88,13-1111,4
13-1111.00,Monitoring,IM,3.88,13-1111,4.12
13-1111.00,Social Perceptiveness,IM,3.88,13-1111,4
13-1121.00,Active Listening,IM,4,13-1121,4
13-1121.00,Reading Comprehension,IM,4,13-1121,4
13-1121.00,Speaking,IM,4,13-1121,4
13-1121.00,Coordination,IM,3.88,13-1121,4
13-1121.00,Critical Thinking,IM,3.88,13-1121,3.88
13-1121.00,Service Orientation,IM,3.88,13-1121,3.88
13-1121.00,Social Perceptiveness,IM,3.88,13-1121,3.75
13-1121.00,Time Management,IM,3.75,13-1121,3.75
13-1121.00,Complex Problem Solving,IM,3.62,13-1121,3.5
13-1121.00,Judgment and Decision Making,IM,3.62,13-1121,3.38
13-1131.00,Speaking,IM,4.12,13-1131,4.38
13-1131.00,Active Listening,IM,4,13-1131,4.12
13-1131.00,Persuasion,IM,4,13-1131,4.38
13-1131.00,Reading Comprehension,IM,4,13-1131,4
13-1131.00,Writing,IM,4,13-1131,4.12
13-1131.00,Critical Thinking,IM,3.88,13-1131,4
13-1131.00,Negotiation,IM,3.88,13-1131,3.88
13-1131.00,Coordination,IM,3.75,13-1131,3.88
13-1131.00,Social Perceptiveness,IM,3.62,13-1131,3.88
13-1131.00,Service Orientation,IM,3.5,13-1131,3.25
13-1141.00,Active Listening,IM,3.88,13-1141,4
13-1141.00,Reading Comprehension,IM,3.88,13-1141,4
13-1141.00,Speaking,IM,3.88,13-1141,4
13-1141.00,Critical Thinking,IM,3.75,13-1141,3.88
13-1141.00,Active Learning,IM,3.38,13-1141,3.75
13-1141.00,Writing,IM,3.38,13-1141,3.88
13-1141.00,Complex Problem Solving,IM,3.12,13-1141,3.5
13-1141.00,Judgment and Decision Making,IM,3.12,13-1141,3.75
13-1141.00,Mathematics,IM,3.12,13-1141,3.12
13-1141.00,Monitoring,IM,3.12,13-1141,3.5
13-1151.00,Instructing,IM,4.38,13-1151,4.12
13-1151.00,Speaking,IM,4.38,13-1151,4.25
13-1151.00,Learning Strategies,IM,4.12,13-1151,5
13-1151.00,Active Listening,IM,4,13-1151,4
13-1151.00,Social Perceptiveness,IM,4,13-1151,4
13-1151.00,Active Learning,IM,3.88,13-1151,3.88
13-1151.00,Critical Thinking,IM,3.88,13-1151,4
13-1151.00,Judgment and Decision Making,IM,3.88,13-1151,4
13-1151.00,Monitoring,IM,3.88,13-1151,4.12
13-1151.00,Reading Comprehension,IM,3.88,13-1151,4
13-1161.00,Critical Thinking,IM,4,13-1161,4
13-1161.00,Reading Comprehension,IM,4,13-1161,4.62
13-1161.00,Writing,IM,4,13-1161,4.12
13-1161.00,Active Listening,IM,3.88,13-1161,4
13-1161.00,Complex Problem Solving,IM,3.88,13-1161,3.75
13-1161.00,Speaking,IM,3.88,13-1161,4
13-1161.00,Judgment and Decision Making,IM,3.62,13-1161,4.12
13-1161.00,Active Learning,IM,3.5,13-1161,4
13-1161.00,Mathematics,IM,3.25,13-1161,3.38
13-1161.00,Monitoring,IM,3.25,13-1161,3.62
13-1161.01,Complex Problem Solving,IM,3.88,13-1161,4.12
13-1161.01,Reading Comprehension,IM,3.88,13-1161,4.12
13-1161.01,Active Learning,IM,3.75,13-1161,3.88
13-1161.01,Active Listening,IM,3.75,13-1161,4
13-1161.01,Critical Thinking,IM,3.75,13-1161,3.88
13-1161.01,Judgment and Decision Making,IM,3.75,13-1161,3.75
13-1161.01,Speaking,IM,3.62,13-1161,3.75
13-1161.01,Writing,IM,3.5,13-1161,3.75
13-1161.01,Monitoring,IM,3.38,13-1161,3.75
13-1161.01,Systems Analysis,IM,3.38,13-1161,3.75
13-1199.04,Complex Problem Solving,IM,4,13-1199,4.75
13-1199.04,Judgment and Decision Making,IM,4,13-1199,4
13-1199.04,Speaking,IM,4,13-1199,4
13-1199.04,Critical Thinking,IM,3.88,13-1199,4.5
13-1199.04,Reading Comprehension,IM,3.88,13-1199,4.12
13-1199.04,Systems Analysis,IM,3.88,13-1199,4
13-1199.04,Writing,IM,3.88,13-1199,4
13-1199.04,Active Learning,IM,3.75,13-1199,3.75
13-1199.04,Active Listening,IM,3.75,13-1199,3.88
13-1199.04,Coordination,IM,3.62,13-1199,3.75
13-1199.05,Reading Comprehension,IM,4,13-1199,4.12
13-1199.05,Speaking,IM,4,13-1199,4.12
13-1199.05,Writing,IM,4,13-1199,4.12
13-1199.05,Active Listening,IM,3.88,13-1199,4
13-1199.05,Critical Thinking,IM,3.88,13-1199,4
13-1199.05,Complex Problem Solving,IM,3.62,13-1199,3.62
13-1199.05,Judgment and Decision Making,IM,3.62,13-1199,3.62
13-1199.05,Monitoring,IM,3.5,13-1199,3.5
13-1199.05,Active Learning,IM,3.25,13-1199,3.38
13-1199.05,Coordination,IM,3.25,13-1199,3.5
13-1199.06,Reading Comprehension,IM,3.62,13-1199,3.75
13-1199.06,Active Listening,IM,3.5,13-1199,3.62
13-1199.06,Critical Thinking,IM,3.5,13-1199,3.88
13-1199.06,Speaking,IM,3.5,13-1199,3.38
13-1199.06,Persuasion,IM,3.38,13-1199,3.12
13-1199.06,Service Orientation,IM,3.38,13-1199,3.25
13-1199.06,Writing,IM,3.38,13-1199,3.25
13-1199.06,Judgment and Decision Making,IM,3.25,13-1199,3.25
13-1199.06,Monitoring,IM,3.12,13-1199,3.62
13-1199.06,Negotiation,IM,3.12,13-1199,3.12
13-2011.00,Reading Comprehension,IM,3.88,13-2011,4.25
13-2011.00,Active Listening,IM,3.75,13-2011,3.88
13-2011.00,Critical Thinking,IM,3.75,13-2011,4.12
13-2011.00,Speaking,IM,3.75,13-2011,3.88
13-2011.00,Judgment and Decision Making,IM,3.5,13-2011,3.62
13-2011.00,Writing,IM,3.5,13-2011,3.62
13-2011.00,Complex Problem Solving,IM,3.38,13-2011,3.5
13-2011.00,Monitoring,IM,3.38,13-2011,3.88
13-2011.00,Coordination,IM,3.25,13-2011,3.25
13-2011.00,Mathematics,IM,3.25,13-2011,3.75
13-2023.00,Reading Comprehension,IM,3.88,13-2023,4
13-2023.00,Active Listening,IM,3.62,13-2023,3.75
13-2023.00,Critical Thinking,IM,3.5,13-2023,3.88
13-2023.00,Speaking,IM,3.5,13-2023,3.75
13-2023.00,Complex Problem Solving,IM,3.38,13-2023,3.25
13-2023.00,Writing,IM,3.38,13-2023,3.88
13-2023.00,Judgment and Decision Making,IM,3.25,13-2023,3.38
13-2023.00,Coordination,IM,3.12,13-2023,3.12
13-2023.00,Social Perceptiveness,IM,3.12,13-2023,3.38
13-2023.00,Active Learning,IM,3,13-2023,3.25
13-2031.00,Critical Thinking,IM,3.88,13-2031,3.88
13-2031.00,Mathematics,IM,3.88,13-2031,3.88
13-2031.00,Active Listening,IM,3.75,13-2031,4
13-2031.00,Complex Problem Solving,IM,3.75,13-2031,3.62
13-2031.00,Judgment and Decision Making,IM,3.75,13-2031,3.75
13-2031.00,Reading Comprehension,IM,3.75,13-2031,4
13-2031.00,Speaking,IM,3.75,13-2031,3.38
13-2031.00,Management of Financial Resources,IM,3.38,13-2031,3.88
13-2031.00,Active Learning,IM,3.25,13-2031,3.12
13-2031.00,Monitoring,IM,3.12,13-2031,3.12
13-2041.00,Critical Thinking,IM,3.88,13-2041,4
13-2041.00,Active Learning,IM,3.62,13-2041,3.62
13-2041.00,Reading Comprehension,IM,3.62,13-2041,4
13-2041.00,Speaking,IM,3.62,13-2041,4
13-2041.00,Active Listening,IM,3.5,13-2041,4
13-2041.00,Mathematics,IM,3.38,13-2041,4.12
13-2041.00,Judgment and Decision Making,IM,3.12,13-2041,3.75
13-2041.00,Writing,IM,3.12,13-2041,3.88
13-2041.00,Complex Problem Solving,IM,3,13-2041,3
13-2041.00,Monitoring,IM,3,13-2041,3
13-2052.00,Active Listening,IM,4.12,13-2052,4
13-2052.00,Reading Comprehension,IM,4.12,13-2052,4
13-2052.00,Speaking,IM,4,13-2052,4
13-2052.00,Writing,IM,3.88,13-2052,4
13-2052.00,Critical Thinking,IM,3.75,13-2052,4.12
13-2052.00,Complex Problem Solving,IM,3.62,13-2052,3.75
13-2052.00,Judgment and Decision Making,IM,3.62,13-2052,3.88
13-2052.00,Mathematics,IM,3.62,13-2052,3.75
13-2052.00,Service Orientation,IM,3.62,13-2052,3.88
13-2052.00,Social Perceptiveness,IM,3.62,13-2052,3.62
13-2053.00,Active Listening,IM,3.75,13-2053,4
13-2053.00,Critical Thinking,IM,3.75,13-2053,3.88
13-2053.00,Reading Comprehension,IM,3.75,13-2053,3.75
13-2053.00,Writing,IM,3.75,13-2053,3.75
13-2053.00,Speaking,IM,3.62,13-2053,3.62
13-2053.00,Judgment and Decision Making,IM,3.5,13-2053,3.5
13-2053.00,Active Learning,IM,3.12,13-2053,3.38
13-2053.00,Complex Problem Solving,IM,3.12,13-2053,3.12
13-2053.00,Coordination,IM,3,13-2053,2.88
13-2053.00,Monitoring,IM,3,13-2053,3
13-2061.00,Critical Thinking,IM,4.12,13-2061,4.5
13-2061.00,Reading Comprehension,IM,4.12,13-2061,4.25
13-2061.00,Active Listening,IM,4,13-2061,4.12
13-2061.00,Speaking,IM,4,13-2061,4.12
13-2061.00,Writing,IM,4,13-2061,4
13-2061.00,Complex Problem Solving,IM,3.88,13-2061,4
13-2061.00,Judgment and Decision Making,IM,3.88,13-2061,4.12
13-2061.00,Monitoring,IM,3.88,13-2061,4.25
13-2061.00,Active Learning,IM,3.62,13-2061,4.12
13-2061.00,Coordination,IM,3.62,13-2061,3.62
13-2071.00,Speaking,IM,4,13-2071,4
13-2071.00,Active Listening,IM,3.88,13-2071,4
13-2071.00,Reading Comprehension,IM,3.88,13-2071,3.88
13-2071.00,Critical Thinking,IM,3.75,13-2071,3.88
13-2071.00,Writing,IM,3.75,13-2071,3.75
13-2071.00,Active Learning,IM,3.62,13-2071,3.5
13-2071.00,Service Orientation,IM,3.62,13-2071,3.5
13-2071.00,Complex Problem Solving,IM,3.5,13-2071,3.25
13-2071.00,Judgment and Decision Making,IM,3.5,13-2071,3.25
13-2071.00,Persuasion,IM,3.38,13-2071,3.5
13-2072.00,Active Listening,IM,4,13-2072,4
13-2072.00,Speaking,IM,4,13-2072,4
13-2072.00,Judgment and Decision Making,IM,3.88,13-2072,3.88
13-2072.00,Reading Comprehension,IM,3.88,13-2072,4
13-2072.00,Critical Thinking,IM,3.75,13-2072,4
13-2072.00,Writing,IM,3.38,13-2072,3.88
13-2072.00,Complex Problem Solving,IM,3.25,13-2072,3.12
13-2072.00,Mathematics,IM,3.25,13-2072,3.12
13-2072.00,Social Perceptiveness,IM,3.25,13-2072,3
13-2072.00,Active Learning,IM,3.12,13-2072,3.12
13-2081.00,Active Listening,IM,4,13-2081,4
13-2081.00,Reading Comprehension,IM,4,13-2081,4.12
13-2081.00,Speaking,IM,4,13-2081,4
13-2081.00,Critical Thinking,IM,3.88,13-2081,3.75
13-2081.00,Active Learning,IM,3.25,13-2081,3.75
13-2081.00,Mathematics,IM,3.25,13-2081,3.25
13-2081.00,Monitoring,IM,3.25,13-2081,3.12
13-2081.00,Writing,IM,3.25,13-2081,3.25
13-2081.00,Judgment and Decision Making,IM,3.12,13-2081,3.25
13-2081.00,Complex Problem Solving,IM,3,13-2081,3
13-2082.00,Reading Comprehension,IM,4,13-2082,4
13-2082.00,Active Listening,IM,3.88,13-2082,4
13-2082.00,Critical Thinking,IM,3.5,13-2082,3.62
13-2082.00,Speaking,IM,3.25,13-2082,3.5
13-2082.00,Active Learning,IM,3.12,13-2082,3.12
13-2082.00,Mathematics,IM,3.12,13-2082,3.25
13-2082.00,Monitoring,IM,3.12,13-2082,3
13-2082.00,Complex Problem Solving,IM,3,13-2082,3
13-2082.00,Judgment and Decision Making,IM,3,13-2082,3
13-2082.00,Service Orientation,IM,3,13-2082,3.12
13-2099.01,Mathematics,IM,4.38,13-2099,5
13-2099.01,Critical Thinking,IM,4.12,13-2099,4.75
13-2099.01,Reading Comprehension,IM,4,13-2099,4.75
13-2099.01,Complex Problem Solving,IM,3.88,13-2099,4.12
13-2099.01,Active Learning,IM,3.75,13-2099,3.88
13-2099.01,Active Listening,IM,3.75,13-2099,4
13-2099.01,Judgment and Decision Making,IM,3.75,13-2099,4.25
13-2099.01,Speaking,IM,3.75,13-2099,4
13-2099.01,Writing,IM,3.5,13-2099,4
13-2099.01,Systems Analysis,IM,3.25,13-2099,3.75
13-2099.04,Active Listening,IM,4.12,13-2099,4.25
13-2099.04,Writing,IM,4.12,13-2099,4.12
13-2099.04,Complex Problem Solving,IM,4,13-2099,3.88
13-2099.04,Critical Thinking,IM,4,13-2099,4.25
13-2099.04,Reading Comprehension,IM,4,13-2099,4
13-2099.04,Speaking,IM,4,13-2099,4
13-2099.04,Judgment and Decision Making,IM,3.88,13-2099,4
