business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday
Mbkt43sUBsvXRxmrJrZFhQ,Circle 7 Ranch,11769 Manchester Rd,St. Louis,MO,63131,38.6013121,-90.4295245,4,236,1,"Restaurants, Tapas/Small Plates, Wraps, American (New), Burgers",,True,,2,,True,None,False,'free',"{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': None}",,True,True,True,False,False,u'full_bar',True,'casual',"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}",True,True,None,'average',"{u'breakfast': None, u'brunch': True, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': True}",,,,,,,,,,,,,,,15:0-0:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-0:0
rH0FgPdxWWhH4YFz4mempg,McDonald's,4620 S Kingshighway,St. Louis,MO,63109,38.586257,-90.276034,1.5,39,1,"Burgers, Fast Food, Food, Restaurants, Coffee & Tea",,True,True,1,,True,True,False,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,True,True,False,,'none',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,True,True,u'average',,,,,,,,,,,,,,,,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0
zYy9lS8HlpbCHsGPmORTfA,Twisted Roots,3690 Forest Park Ave,St. Louis,MO,63108,38.6336134157,-90.2377156531,4.5,46,0,"Bars, Pubs, Restaurants, Nightlife, Food, Breweries, Brewpubs, Burgers",False,True,True,1,False,True,True,False,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,False,False,u'full_bar',False,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,u'quiet',,False,u'outdoor',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",,,,,,,,,,,,11:30-20:0,11:30-21:0,11:30-21:0,11:30-16:0
8vfPRZO9bjchz91Hh6_qRw,STL Tax,8128 Gravois Rd,St. Louis,MO,63123,38.5596888173,-90.3008761257,4.5,5,1,"Payroll Services, Financial Services, Accountants, Tax Services, Professional Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,,
SG5OLEO9z0bQ-Fc5o5TghQ,"JCS Law - John C Schleiffarth, PC","75 West Lockwood Ave, Ste 250",St. Louis,MO,63119,38.5932939,-90.3592655,5,6,1,"Professional Services, Criminal Defense Law, Lawyers, Bankruptcy Law, Legal Services, General Litigation, Estate Planning Law, DUI Law",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,,
AuY0j_hVlP_n4sGHbE7CtQ,Warby Parker,30 Plaza Frontenac St,St. Louis,MO,63131,38.6308040079,-90.4069567884,4.5,7,1,"Shopping, Health & Medical, Optometrists, Eyewear & Opticians",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-15:0,10:0-19:0,12:0-18:0
KR3JxgQ4ZhcqUC6aNsUCEA,The Island,1009 A Russell Blvd,St. Louis,MO,63104,38.606994806,-90.2070665359,4,59,1,"Desserts, Food, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Nightlife, Cocktail Bars, Do-It-Yourself Food, Bars",,True,True,1,,True,,False,u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0
Lb4FKxwP_gN-FtrJcJCMpw,Gallagher Bros Construction,5400 Magnolia Ave,St. Louis,MO,63139,38.6097736,-90.2787137,4.5,10,1,"Damage Restoration, Gutter Services, Contractors, Home Services, Roofing",True,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,9:0-14:0,
R6UoxQgvqjvNo8_u1V36qA,Top Notch Axe Throwing - St Louis,"440 N 4th St, Ste 170",St. Louis,MO,63102,38.6294321416,-90.186468603,5,70,1,"Arts & Entertainment, Bars, Nightlife, Active Life, Axe Throwing",False,True,,,,,,,,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,,False,,True,,,False,,,,,,,,,,,,,,,,,,,,,,,14:0-20:0,14:0-20:0,14:0-20:0,14:0-22:30,12:0-22:30,12:0-20:0
M256v0D8gPbaMiKTbOB_vg,612North Event Space + Catering,612 N 2nd St,St. Louis,MO,63102,38.62979,-90.18493,5,5,1,"Caterers, Event Planning & Services, Venues & Event Spaces",,True,,,,True,True,,u'free',,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0
cZ9VLvtd5t4cMe9yT8nQoA,Ballas Dental Care,"2821 N Ballas Rd, Ste 140",St. Louis,MO,63131,38.6319095,-90.4442686,4,9,1,"Oral Surgeons, Endodontists, Dentists, Health & Medical, Cosmetic Dentists, Orthodontists, Periodontists, General Dentistry",True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,7:0-17:0,7:0-19:0,7:0-17:0,7:0-19:0,7:0-14:0,8:0-14:0,
1jycQvQw0w7VfAltVk07rg,Abra Auto Body Repair of America,125 Hunter Ave,St. Louis,MO,63124,38.6491049,-90.3496112,4.5,11,0,"Automotive, Windshield Installation & Repair, Auto Glass Services, Body Shops",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:30-17:30,7:30-17:30,7:30-17:30,7:30-17:30,7:30-17:30,9:0-12:0,
lxIBTeRbZyGL-aM215679A,Bradley Law Personal Injury Lawyers,"1424 Washington Ave, Ste 300",St. Louis,MO,63103,38.6322836,-90.200733,5,6,1,"Lawyers, Personal Injury Law, Professional Services",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
uON7giB1wXZNllBYp2M-Ag,ZZA Pizza & Salad,54 N Euclid Ave,St. Louis,MO,63108,38.6413360563,-90.2618976377,4,8,0,"Salad, Restaurants, Pizza, Italian",,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,True,False,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,,,,,,,,,,,,,,,,,,,,,,,
1wC41D8PLqOldFPUVAZ3tA,Jimmy John's,3822 Laclede Ave,St. Louis,MO,63108,38.6356545,-90.2407013,2.5,43,1,"Food, Delis, Food Delivery Services, Sandwiches, Fast Food, Restaurants",,True,True,1,,True,True,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,True,False,,u'none',True,u'casual',None,,True,True,u'quiet',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-14:0,10:30-14:0
nqWwAwOVbXeBKqtSFyzUXA,Residence Inn St. Louis West County,12815 Daylight Dr,St. Louis,MO,63131,38.6073183748,-90.455138348,4.5,5,1,"Hotels & Travel, Hotels, Event Planning & Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OzW_QtKwQblg8uP-PGM2Xw,Handyman Connection of Chesterfield,"1736 Westpark Center Dr, Ste 200",St. Louis,MO,63026,38.5395351532,-90.4686754638,2.5,12,1,"Home Services, Decks & Railing, Contractors, Drywall Installation & Repair, Handyman",True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,
1EoTBVJITWPxZMm10o3hhw,Fieldpointe of St. Louis by DK Living,1951 Oberlin Dr,St. Louis,MO,63146,38.6984169,-90.459718,2.5,9,0,"Apartments, Real Estate, Home Services",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-17:0,
Dr2doMUrV87DKwvDAdCL1w,Rally's,10334 Page Avenue,St. Louis,MO,63132,38.6910697,-90.3882907,2,21,1,"Restaurants, Fast Food, Burgers",,True,True,1,,True,True,False,'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,True,True,False,,u'none',True,'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,True,True,'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-4:0,10:0-4:0,10:0-2:0
sHMDnw6XQMzQHLFciTT9Ig,Mr. Appliance of St. Louis,"9400 Manchester Rd, Ste 200",St. Louis,MO,63119,38.6097074728,-90.3620502472,3.5,22,1,"Heating & Air Conditioning/HVAC, Home Services, Appliances & Repair, Local Services",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,
Z2ltNYVxmLaLGNVB7yFWQA,National Car Rental,"10124 Natural Bridge Rd, Ste 45",St. Louis,MO,63134,38.7336456897,-90.3552663,3,173,1,"Hotels & Travel, Car Rental",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4:0-0:0,4:0-0:0,4:0-0:0,4:0-0:0,4:0-0:0,4:0-0:0,4:0-0:0
6CBVDt_oDbcGTRJFeD-PEA,Arch Apparel,2335 S Hanley Rd,St. Louis,MO,63144,38.618053,-90.3348004,4.5,34,1,"Men's Clothing, Women's Clothing, Shopping, Fashion, Children's Clothing",,True,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,10:0-20:0,10:0-18:0,10:0-20:0,8:0-20:0,10:0-18:0,12:0-17:0
gAJJIUBV9354DsTLmRS2Vw,Slumberland Furniture,2101 Barrett Station Rd,St. Louis,MO,63131,38.5988978,-90.4751479,3,9,1,"Shopping, Furniture Stores, Home & Garden",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-18:0,11:0-17:0
dEAPbFTojIB9304x9GgK5w,City Lofts On Laclede,3720 Laclede Ave,St. Louis,MO,63108,38.6352479,-90.2381189,2,9,1,"Home Services, Real Estate, Apartments, University Housing",False,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-16:0,12:0-16:0
hNRJFG0vbu2l_ld_aFyxWw,Life Time,2051 South Lindbergh Blvd,St. Louis,MO,63131,38.6263621847,-90.405974048,3.5,13,1,"Pilates, Active Life, Trainers, Sports Clubs, Gyms, Fitness & Instruction, Yoga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,5:0-23:0,5:0-23:0,5:0-21:0,5:0-21:0,6:0-22:0,6:0-23:0
-yu4koRugjxrnsey25oIuw,OL' Henry Restaurant,8600 Airport Rd,St. Louis,MO,63134,38.7493062,-90.3358309,4,52,1,"Southern, Soul Food, Restaurants",,True,True,2,,True,False,True,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,False,True,True,False,'none',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}",True,True,,u'average',"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",False,,,,,,,,,,,,,,10:0-19:0,,10:0-19:0,10:0-19:0,10:0-20:0,10:0-20:0,10:0-18:0
-D_L4GHXJQvy2wv0RkrupA,Church's Chicken,5720 S Lindbergh Blvd,St. Louis,MO,63123,38.5235704,-90.3515778,2.5,21,1,"American (Traditional), Fast Food, Restaurants, Chicken Wings, Chicken Shop, Breakfast & Brunch",,True,False,1,,True,True,,'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,True,False,,u'none',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,True,False,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
FMuJ_VDsJU_wjGi0V9J_Bw,Spice of India,10633 Page Ave,St. Louis,MO,63132,38.6924858,-90.3952615,3.5,16,0,"Indian, Restaurants",,True,True,1,,,True,,'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,True,True,,'beer_and_wine',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,,,,,,
DRCCplzDIE3iCcSVdOdczw,Pop’s Kitchen,1330 Washington Ave,St. Louis,MO,63103,38.63223,-90.1994841,4,11,1,"Restaurants, Chicken Wings, Fish & Chips, Sandwiches",,True,True,,,True,True,True,u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,,,u'none',,,,True,,,,,,,,,,,False,False,,,,,,,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-3:0,10:0-3:0,10:0-0:0
r2Ruoyo2Xdt1Zuk5iba3mQ,Club Pilates,2535 S Brentwood Blvd,St. Louis,MO,63144,38.6146280208,-90.349218,5,12,1,"Pilates, Trainers, Fitness & Instruction, Active Life",False,True,True,,,,,,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",False,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,9:0-20:0,6:0-20:30,7:0-20:30,9:30-18:30,7:30-13:0,9:30-13:0
lPq6dXb6vJ6POp2-a00yZQ,The Saum & Hutcheson Arms by Village Green,1919 S Grand,St. Louis,MO,63104,38.6144941334,-90.2402459997,3.5,7,0,"Real Estate, Apartments, Home Services",False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-17:0,
rmuB89qXyTChkxhdoxwLSw,Preferred Mattress,3046 Watson Rd,St. Louis,MO,63139,38.6076965,-90.2919559,4.5,25,1,"Home & Garden, Shopping, Mattresses",,True,True,2,,,,,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-17:0,
UL0wLxUUc-304JmXquJWRQ,Cedar Trace,2000 Mckelvey Hill Dr,St. Louis,MO,63043,38.7163184,-90.4496193,1,6,1,"Home Services, Real Estate, Apartments",False,True,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,0:0-0:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-15:0,10:0-16:0,
9b1MIHEAGz86HInI5IiRJQ,Pizzeria Da Gloria,2024 Marconi Ave,St. Louis,MO,63110,38.615934,-90.272541,4.5,69,1,"Food, Italian, Beer, Wine & Spirits, Pizza, Restaurants",,True,,2,,True,True,False,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,True,True,False,True,u'beer_and_wine',,,,True,,,u'average',,,,,,,,,,,,,,,,0:0-0:0,16:0-20:0,16:0-20:0,16:0-20:0,16:0-21:0,12:0-21:0,
Zk-wk7yhR_byBmEBaLH2Zw,Rocket Locksmith,"",St. Louis,MO,63146,38.6887567,-90.4643906,2,7,1,"Keys & Locksmiths, Home Services",True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
3Z9wZypDOTeHH6P4PmIXUA,Buzzs Hawaiian Grill,3457 Magnolia Ave,St. Louis,MO,63118,38.6062379,-90.2390325,3.5,14,1,"American (Traditional), Food Trucks, Hawaiian, Restaurants, Caterers, Food, Japanese, Event Planning & Services",,True,True,,,True,False,True,u'free',"{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}",False,True,True,False,False,True,u'full_bar',,,,False,,,,,False,,,,,,,,,,,,,,0:0-0:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-23:0,4:0-22:0,4:0-20:0
yEh8qZoW34uoA9xKiXnCow,Rally's,305 N. Vandeventer,St. Louis,MO,63108,38.6392723,-90.2410881,1.5,29,1,"Fast Food, Restaurants, Burgers",,True,True,1,,True,True,,,,,,True,True,False,,,True,'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,True,,,,,,,,,,,,,,,,,,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0
Mwo6_kET9zmL4WItyeMj9w,Steak ’n Shake,7350 Gravois,St. Louis,MO,63116,38.5638110063,-90.2943261751,1.5,74,0,"Fast Food, Diners, American (New), Restaurants, Burgers, Breakfast & Brunch, American (Traditional)",,True,False,1,,True,False,False,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,False,False,,u'none',True,'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,True,,u'average',"{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}",,,,,,,,,,,,,,,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0
MX5W8jHNHaPAmt6_cIvCUw,SSM Health Physical Therapy,509 S Hanley Rd,St. Louis,MO,63105,38.6435764,-90.3350705,4.5,12,1,"Health & Medical, Physical Therapy",False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,7:0-18:30,7:0-18:30,7:0-18:30,7:0-18:30,7:0-18:30,,
ov_d7S7XJp_cWTuY2h3-VQ,Total Access Urgent Care,3114 S Grand Blvd,St. Louis,MO,63118,38.6021462,-90.242076,4,27,1,"Urgent Care, Health & Medical, Medical Centers, Diagnostic Imaging, Laboratory Testing, Diagnostic Services",False,True,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0
qfFkIlopQ4U7qm0qHXNnhw,The Bellwether,"1419 Carroll St, Fl 2-3",St. Louis,MO,63104,38.615181,-90.208036,4.5,235,1,"Venues & Event Spaces, Event Planning & Services, Breakfast & Brunch, Bars, American (New), Restaurants, Cocktail Bars, Nightlife",False,True,True,2,True,True,False,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True,False,u'full_bar',,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,True,,u'average',"{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}",False,u'no',"{u'dj': None, u'live': False, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}",,,,,,,,,,,,0:0-0:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:30,17:0-21:30,17:0-21:0
YiFx7ZLv_Nnr61i2xzfuig,Dierbergs Markets,12420 Tesson Ferry Rd,St. Louis,MO,63128,38.508868,-90.3740998,3.5,20,1,"Shopping, Food, Bakeries, Flowers & Gifts, Grocery, Education, Beer, Wine & Spirits, Cooking Schools, Specialty Schools, Drugstores",,True,True,2,,False,True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,6:0-22:0,6:0-23:0,6:0-23:0,6:0-20:0,9:0-22:0,6:0-22:0
Kpw-RroI7wg54SFxRJXnsw,Popeyes Louisiana Kitchen,4103 First Missouri Credit Union Dr,St. Louis,MO,63129,38.485374,-90.351796,2.5,34,1,"American (Traditional), Fast Food, Restaurants, Chicken Shop, Chicken Wings, Comfort Food",,True,True,1,,True,True,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,False,False,,u'none',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,True,True,u'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-0:0,10:0-0:0,10:0-22:0
0CeDwvLyRVgr-fq-DHk1sQ,Lion's Choice,11913 Manchester Rd,St. Louis,MO,63131,38.6018258,-90.4329569,3.5,20,1,"American (New), American (Traditional), Restaurants, Fast Food, Sandwiches",,True,True,1,,True,True,,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,True,False,,'none',True,'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,True,True,u'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,10:0-22:30,10:0-22:30,10:0-22:30,10:0-22:30,10:0-23:0,10:0-23:0,10:0-22:30
w6z28easvQLND722s4pNvw,MK's Asian Persuasion,6417 - 19 Hampton Ave,St. Louis,MO,63109,38.5746867,-90.2949503,4,23,0,"Restaurants, Wraps, Juice Bars & Smoothies, Asian Fusion, Thai, Food",,True,False,1,,True,False,False,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,True,True,True,,u'none',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,True,,u'quiet',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,0:0-0:0,15:0-20:30,15:0-20:30,15:0-20:30,15:0-23:0,11:0-16:0,
DwHueZM5JGfk1EvFuWeODA,Timmermann Group,"3001 Locust St, FL2",St. Louis,MO,63103,38.6359066305,-90.2219051272,4.5,9,1,"Marketing, Professional Services, Graphic Design, Web Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,,
dmgMbBQlT9RkV6LWqrWG3A,Wellspent Brewing Company,2917 Olive St,St. Louis,MO,63103,38.6348147,-90.2207305,4.5,38,1,"Breweries, Food",False,True,True,1,,True,False,False,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,,,,True,,,,,,,,,,False,,,,,,,,,,,,,,0:0-0:0,,14:0-21:0,16:0-21:0,16:0-22:0,12:0-22:0,12:0-19:0
8U-j_Xz3WMwlI7UTr2zt4w,"Pop's Steak, Fish & Chicken - South Grand",3651 S Grand Blvd,St. Louis,MO,63118,38.5909338,-90.2442463,3,11,1,"Restaurants, Seafood, Steakhouses, Chicken Wings",,True,,,,True,False,,,,,,,,False,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,False,,,,,,,,,,,,,,,,,,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,11:0-22:0
-bGw8ARHQucKWEHEkxpGFw,The Daily Bread Bakery & Cafe,11719 Manchester Rd,St. Louis,MO,63131,38.6010227,-90.4283894,4,114,1,"Bakeries, Food, Restaurants, Cafes",,True,True,1,,True,False,True,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,True,False,,,u'none',,,,False,,,u'average',,,,,,,,False,False,,,,,,,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0
